Pid,Pair,Sem_Sim,Aud_Sim
3067,"vocal dog,vocal laugh",1.40,1.07
3068,"vocal dog,vocal monster",3.00,2.33
3069,"vocal dog,vocal noise",2.40,2.40
3070,"vocal dog,vocal robot",2.53,1.73
3071,"vocal dog,vocal scream",1.33,1.60
3072,"vocal dog,vocal shot",1.27,1.00
3073,"vocal dog,vocal shout",1.60,1.73
3074,"vocal dog,vocal squeak",1.80,1.53
3075,"vocal dog,vocal whisper",1.40,1.07
3076,"vocal fart,vocal laugh",2.33,2.00
3077,"vocal fart,vocal monster",1.87,1.36
3078,"vocal fart,vocal noise",4.07,3.29
3079,"vocal fart,vocal robot",1.15,1.13
3080,"vocal fart,vocal shot",1.38,1.40
3081,"vocal fart,vocal squeak",2.00,1.80
3082,"vocal fart,vocal whisper",2.60,1.93
3083,"vocal growl,vocal growl",5.00,5.00
3084,"vocal growling,vocal bomb",1.67,1.67
3085,"vocal growling,vocal breath",2.15,2.08
3086,"vocal growling,vocal fart",1.38,1.46
3087,"vocal growling,vocal laugh",1.92,1.85
3088,"vocal growling,vocal monster",2.31,2.00
3089,"vocal growling,vocal noise",3.62,3.38
3090,"vocal growling,vocal robot",1.08,1.08
3091,"vocal growling,vocal scream",3.15,2.46
3092,"vocal growling,vocal shot",1.38,1.38
3093,"vocal growling,vocal squeak",2.00,1.62
3094,"vocal growling,vocal whisper",2.08,1.85
3095,"vocal melody,vocal bass",2.13,1.93
3096,"vocal melody,vocal percussion",2.13,1.67
3097,"vocal melody,vocal singing",3.73,3.73
3098,"vocal monster,vocal laugh",1.53,1.36
3099,"vocal monster,vocal noise",2.13,2.00
3100,"vocal monster,vocal whisper",1.53,1.43
3101,"vocal noise,vocal laugh",3.73,2.71
3102,"vocal noise,vocal whisper",3.80,2.79
3103,"vocal robot,vocal laugh",1.53,1.29
3104,"vocal robot,vocal monster",3.13,2.43
3105,"vocal robot,vocal noise",1.80,1.86
3106,"vocal robot,vocal robot",5.00,5.00
3107,"vocal robot,vocal shot",1.13,1.36
3108,"vocal robot,vocal squeak",1.53,1.57
3109,"vocal robot,vocal whisper",1.33,1.36
3110,"vocal scream,vocal fart",1.38,1.40
3111,"vocal scream,vocal laugh",2.23,2.00
3112,"vocal scream,vocal monster",1.69,1.53
3113,"vocal scream,vocal noise",4.00,3.47
3114,"vocal scream,vocal robot",1.23,1.13
3115,"vocal scream,vocal scream",5.00,5.00
3116,"vocal scream,vocal shot",1.31,2.00
3117,"vocal scream,vocal squeak",2.85,2.47
3118,"vocal scream,vocal whisper",2.15,1.73
3119,"vocal shot,vocal laugh",2.00,1.71
3120,"vocal shot,vocal monster",1.33,1.36
3121,"vocal shot,vocal noise",3.13,2.79
3122,"vocal shot,vocal whisper",1.73,1.57
3123,"vocal shout,vocal bomb",1.67,1.67
3124,"vocal shout,vocal breath",1.93,1.87
3125,"vocal shout,vocal fart",2.00,1.67
3126,"vocal shout,vocal growling",3.33,3.20
3127,"vocal shout,vocal laugh",2.33,2.07
3128,"vocal shout,vocal monster",1.53,1.53
3129,"vocal shout,vocal noise",4.13,3.07
3130,"vocal shout,vocal robot",1.27,1.07
3131,"vocal shout,vocal scream",4.80,4.67
3132,"vocal shout,vocal shot",1.93,1.67
3133,"vocal shout,vocal shout",5.00,5.00
3134,"vocal shout,vocal squeak",2.67,1.87
3135,"vocal shout,vocal whisper",1.80,1.73
3136,"vocal singing,vocal bass",2.00,2.07
3137,"vocal singing,vocal percussion",2.07,1.53
3138,"vocal squeak,vocal laugh",3.13,2.21
3139,"vocal squeak,vocal monster",1.80,1.71
3140,"vocal squeak,vocal noise",4.47,3.43
3141,"vocal squeak,vocal shot",2.27,1.64
3142,"vocal squeak,vocal whisper",3.47,2.43
3143,"vocal whisper,vocal laugh",2.60,2.29
